"date","flow"
2000-01-06,0.694623717239925
2000-01-13,1.16420914445605
2000-01-20,0.975703878062112
2000-01-27,0.47839874454907
2000-02-03,0.385957317692893
2000-02-10,0.701240748167038
2000-02-17,0.491816546235766
2000-02-24,0.256180237446512
2000-03-02,0.374673892344747
2000-03-09,0.804037008966718
2000-03-16,0.596611985138484
2000-03-23,0.326337116105216
2000-03-30,0.120010125849928
2000-04-06,0.140396889831339
2000-04-13,0.195151373744011
2000-04-20,0.285433343478612
2000-04-27,0.0529389596943344
2000-05-04,0.0210673854287182
2000-05-11,0.0130628821040903
2000-05-18,0.0104317795485258
2000-05-25,0.104822867017772
2000-06-01,0.0835660248994827
2000-06-08,0.32858174134578
2000-06-15,0.0457798549905419
2000-06-22,0.0221521596291236
2000-06-29,0.439300139700728
2000-07-06,0.135548827637519
2000-07-13,0.495553541795484
2000-07-20,0.771466072116579
2000-07-27,1.33392259052822
2000-08-03,0.687399272407804
2000-08-10,0.0718742172632899
2000-08-17,0.0156375999961581
2000-08-24,0.0103603666648269
2000-08-31,0.0342866145074368
2000-09-07,0.0535119897020715
2000-09-14,0.010132382091667
2000-09-21,0.00773942423984408
2000-09-28,0.00716217108336943
2000-10-05,0.110298892549638
2000-10-12,0.270968500125621
2000-10-19,0.0744875177208866
2000-10-26,0.146744421683252
2000-11-02,0.752746773617608
2000-11-09,1.08510277100972
2000-11-16,0.922541677951813
2000-11-23,1.20618972608021
2000-11-30,1.70951133114951
2000-12-07,0.938284303460802
2000-12-14,0.987534063202994
2000-12-21,0.760974747794015
2000-12-28,0.347135603427887
2001-01-04,0.518526302916663
2001-01-11,1.38456186226436
2001-01-18,0.707190185785294
2001-01-25,0.442855498620442
2001-02-01,0.558555155992508
2001-02-08,0.484980310712542
2001-02-15,0.862610408238002
2001-02-22,0.572434327432087
2001-03-01,0.316105125205857
2001-03-08,0.199282394988196
2001-03-15,0.420794738190515
2001-03-22,0.305596187710762
2001-03-29,0.169686849628176
2001-04-05,0.307694894926889
2001-04-12,0.243387726800782
2001-04-19,0.177760828818594
2001-04-26,0.414622460092817
2001-05-03,0.100671373839889
2001-05-10,0.0396251335207905
2001-05-17,0.0374367077435766
2001-05-24,0.0860915890495692
2001-05-31,0.012001549425934
2001-06-07,0.0100209847358721
2001-06-14,0.0171496594058616
2001-06-21,0.0874031609190362
2001-06-28,0.00747903157025576
2001-07-05,0.0067391114176384
2001-07-12,0.575847914508943
2001-07-19,0.374494106641838
2001-07-26,0.0871457429602742
2001-08-02,0.00991972163319588
2001-08-09,0.341880107564586
2001-08-16,0.133386309657778
2001-08-23,0.0141751868650317
2001-08-30,0.602165104555232
2001-09-06,0.0669078693858215
2001-09-13,1.37312767202301
2001-09-20,1.19579767329352
2001-09-27,0.348585935575621
2001-10-04,0.252858156604426
2001-10-11,0.468131157968725
2001-10-18,0.321458069341523
2001-10-25,0.0696451121142932
2001-11-01,0.79473413793104
2001-11-08,0.894941457680294
2001-11-15,0.604687584297998
2001-11-22,0.329817810228893
2001-11-29,0.351781934499741
2001-12-06,0.253314871873174
2001-12-13,0.23165097619806
2001-12-20,0.119963829006468
2001-12-27,0.0919323095253536
2002-01-03,0.0736651707972799
2002-01-10,0.0561120297227587
2002-01-17,0.467698667730604
2002-01-24,1.16499171938215
2002-01-31,0.873504596097129
2002-02-07,1.55580436331885
2002-02-14,1.86304220131465
2002-02-21,1.22938622747149
2002-02-28,0.758638450077602
2002-03-07,0.892271565539496
2002-03-14,1.19506972176688
2002-03-21,0.63646011693137
2002-03-28,0.494095559631075
2002-04-04,0.148098845567022
2002-04-11,0.0624203490359443
2002-04-18,0.0327421195272888
2002-04-25,0.0220508676554476
2002-05-02,0.0888652615249157
2002-05-09,0.410930120519229
2002-05-16,0.0543523521295616
2002-05-23,0.0224632068670222
2002-05-30,0.0107351367228798
2002-06-06,0.00936048863721745
2002-06-13,0.187254164101822
2002-06-20,0.323062451290233
2002-06-27,0.414506409849439
2002-07-04,0.43828173833234
2002-07-11,0.196970687380859
2002-07-18,0.0392913415229746
2002-07-25,1.3686682667051
2002-08-01,0.355220980942249
2002-08-08,0.0186859351981963
2002-08-15,0.0100231919703739
2002-08-22,0.00893533416092396
2002-08-29,0.00816863868385553
2002-09-05,0.0294570368714631
2002-09-12,0.0115484740318997
2002-09-19,0.054654251384948
2002-09-26,0.0776238803352628
2002-10-03,0.00628874903278691
2002-10-10,0.00716869659455759
2002-10-17,0.116453382253115
2002-10-24,0.159709142121886
2002-10-31,0.21260978281498
2002-11-07,0.0889049587505204
2002-11-14,0.0692592752831323
2002-11-21,0.434308775833675
2002-11-28,0.572593872036253
2002-12-05,0.3907847234181
2002-12-12,0.178496287337371
2002-12-19,0.0897151465926852
2002-12-26,0.0756492433803422
2003-01-02,0.0531721077859402
2003-01-09,0.0400543154350349
2003-01-16,0.0926907647933279
2003-01-23,0.480682441166469
2003-01-30,0.435021145003183
2003-02-06,0.230024693267686
2003-02-13,0.148274579218456
2003-02-20,0.0939455277153424
2003-02-27,0.0694191743220602
2003-03-06,0.0567345810788018
2003-03-13,0.346421131065914
2003-03-20,0.478841323937689
2003-03-27,0.140649353819234
2003-04-03,0.0738650443298476
2003-04-10,0.209693423339299
2003-04-17,0.4673884000097
2003-04-24,0.112087913389717
2003-05-01,0.652967351355723
2003-05-08,1.22728666237422
2003-05-15,0.292737106127398
2003-05-22,0.0435715530599867
2003-05-29,0.229358812527997
2003-06-05,0.0206017269353781
2003-06-12,0.147726682280856
2003-06-19,0.102173430179911
2003-06-26,0.204299119700279
2003-07-03,0.0497252201395375
2003-07-10,0.0180920750967094
2003-07-17,0.0286982618272305
2003-07-24,0.308706654900951
2003-07-31,0.0608930295067174
2003-08-07,0.00900971131133182
2003-08-14,0.123135192186705
2003-08-21,0.205145994600441
2003-08-28,0.222157522636865
2003-09-04,0.0239822779382978
2003-09-11,0.00959209060030324
2003-09-18,0.00861642017428364
2003-09-25,0.154409072761025
2003-10-02,0.0963254468515515
2003-10-09,0.234441314158695
2003-10-16,0.0138121377676725
2003-10-23,0.0108973646004285
2003-10-30,0.0283843950767602
2003-11-06,0.122382041599069
2003-11-13,0.034320343285799
2003-11-20,0.0806675327143499
2003-11-27,0.562138548919133
2003-12-04,0.483277899878366
2003-12-11,0.277475231460163
2003-12-18,0.419358491897583
2003-12-25,0.631238490343094
2004-01-01,1.57287665775844
2004-01-08,0.708649890763419
2004-01-15,0.428562594311578
2004-01-22,0.276196162615504
2004-01-29,0.158528023532459
2004-02-05,0.374953978828021
2004-02-12,0.863680967262813
2004-02-19,0.446461877652577
2004-02-26,0.289411870496614
2004-03-04,0.168085673025676
2004-03-11,0.116950013807842
2004-03-18,0.781503951975277
2004-03-25,1.54633929048266
2004-04-01,0.692811740296228
2004-04-08,0.293655646698815
2004-04-15,0.126016714743205
2004-04-22,0.0382241284740823
2004-04-29,0.0960739837693317
2004-05-06,0.0350646230259112
2004-05-13,0.0151768518345697
2004-05-20,0.167335048584001
2004-05-27,0.115390574825662
2004-06-03,0.0481551469170621
2004-06-10,0.531829904498799
2004-06-17,0.253138122814042
2004-06-24,0.254448741142239
2004-07-01,0.308549141245229
2004-07-08,0.33993279508182
2004-07-15,0.328416864786829
2004-07-22,0.10518967839224
2004-07-29,0.043587855329471
2004-08-05,0.15279562545142
2004-08-12,0.0351666077705366
2004-08-19,0.175800793671182
2004-08-26,0.146655419043132
2004-09-02,0.0933739640084761
2004-09-09,0.0090225134710116
2004-09-16,0.138094648918403
2004-09-23,0.175713161272662
2004-09-30,0.0573763666408403
2004-10-07,0.0215201540184872
2004-10-14,0.0126856626676662
2004-10-21,0.163259255566767
2004-10-28,0.255996691329139
2004-11-04,0.118080170026847
2004-11-11,0.0737300275691918
2004-11-18,0.155337822224413
2004-11-25,0.120786108076572
2004-12-02,0.113263527197497
2004-12-09,0.773296526500157
2004-12-16,0.849375988755907
2004-12-23,0.638182750770024
2004-12-30,0.493816848312105
2005-01-06,0.616331232445581
2005-01-13,1.13294070959091
2005-01-20,0.635973845209394
2005-01-27,0.478247395583561
2005-02-03,0.260783623371805
2005-02-10,0.30104229918548
2005-02-17,0.362267932721547
2005-02-24,0.24214226433209
2005-03-03,0.142424830368587
2005-03-10,0.0946082462157522
2005-03-17,0.0992349833250046
2005-03-24,0.199314145105226
2005-03-31,0.86482161283493
2005-04-07,0.751341623919351
2005-04-14,0.284725717135838
2005-04-21,0.113410414329597
2005-04-28,0.0489422748131411
2005-05-05,0.415672763117722
2005-05-12,0.162451698311738
2005-05-19,0.0367279148527554
2005-05-26,0.0179350847112281
2005-06-02,0.170744777524046
2005-06-09,0.18593760154077
2005-06-16,0.694190441497735
2005-06-23,0.124437379251633
